imagePath,imageWidth,imageHeight,label_type,label,bbox_top_left_x,bbox_top_left_y,bbox_bottom_right_x,bbox_bottom_right_y,bbox_width_pix,bbox_height_pix,bbox_width_norm,bbox_height_norm,bbox_center_x_norm,bbox_center_y_norm,kpt_x_norm,kpt_x_pix,kpt_y_norm,kpt_y_pix,poly_area,poly_num_points,poly_points
IMG_20230417_173752.jpg,3648.0,2736.0,rectangle,sjb_rect,259.0,338.0,1426.0,2485.0,1167.0,2147.0,0.3199013157894737,0.7847222222222222,0.23094846491228072,0.5158991228070176,,,,,,,
IMG_20230417_173752.jpg,3648.0,2736.0,rectangle,sjb_rect,1712.0,753.0,3532.0,1856.0,1820.0,1103.0,0.49890350877192985,0.4031432748538012,0.71875,0.4767909356725146,,,,,,,
IMG_20230417_173752.jpg,3648.0,2736.0,point,angle_30,,,,,,,,,,,0.078125,285.0,0.8976608187134503,2456.0,,,
IMG_20230417_173752.jpg,3648.0,2736.0,point,angle_30,,,,,,,,,,,0.9643640350877193,3518.0,0.2847222222222222,779.0,,,
IMG_20230417_173752.jpg,3648.0,2736.0,point,angle_60,,,,,,,,,,,0.15789473684210525,576.0,0.1301169590643275,356.0,,,
IMG_20230417_173752.jpg,3648.0,2736.0,point,angle_60,,,,,,,,,,,0.4805372807017544,1753.0,0.6695906432748538,1832.0,,,
IMG_20230417_173752.jpg,3648.0,2736.0,point,angle_90,,,,,,,,,,,0.4772478070175439,1741.0,0.2880116959064328,788.0,,,
IMG_20230417_173752.jpg,3648.0,2736.0,point,angle_90,,,,,,,,,,,0.38706140350877194,1412.0,0.3505116959064328,959.0,,,
DSC_0415.jpg,5568.0,3712.0,rectangle,sjb_rect,18.0,214.0,474.0,2370.0,456.0,2156.0,0.08189655172413793,0.5808189655172413,0.04418103448275862,0.3480603448275862,,,,,,,
DSC_0415.jpg,5568.0,3712.0,rectangle,sjb_rect,688.0,1512.0,2630.0,2858.0,1942.0,1346.0,0.3487787356321839,0.36260775862068967,0.2979525862068966,0.5886314655172413,,,,,,,
DSC_0415.jpg,5568.0,3712.0,rectangle,sjb_rect,2872.0,1260.0,4982.0,2422.0,2110.0,1162.0,0.37895114942528735,0.3130387931034483,0.7052801724137931,0.49595905172413796,,,,,,,
DSC_0415.jpg,5568.0,3712.0,point,angle_30,,,,,,,,,,,0.08153735632183907,454.0,0.06788793103448276,252.0,,,
DSC_0415.jpg,5568.0,3712.0,point,angle_30,,,,,,,,,,,0.13038793103448276,726.0,0.7478448275862069,2776.0,,,
DSC_0415.jpg,5568.0,3712.0,point,angle_30,,,,,,,,,,,0.5219109195402298,2906.0,0.5280172413793104,1960.0,,,
DSC_0415.jpg,5568.0,3712.0,point,angle_60,,,,,,,,,,,0.44863505747126436,2498.0,0.41379310344827586,1536.0,,,
DSC_0415.jpg,5568.0,3712.0,point,angle_60,,,,,,,,,,,0.03771551724137931,210.0,0.6282327586206896,2332.0,,,
DSC_0415.jpg,5568.0,3712.0,point,angle_60,,,,,,,,,,,0.8890086206896551,4950.0,0.3545258620689655,1316.0,,,
DSC_0415.jpg,5568.0,3712.0,point,angle_90,,,,,,,,,,,0.4665948275862069,2598.0,0.7025862068965517,2608.0,,,
DSC_0415.jpg,5568.0,3712.0,point,angle_90,,,,,,,,,,,0.8487787356321839,4726.0,0.6422413793103449,2384.0,,,
DSC_0383.jpg,5568.0,3712.0,rectangle,sjb_rect,2296.0,152.0,3432.0,2056.0,1136.0,1904.0,0.20402298850574713,0.5129310344827587,0.514367816091954,0.2974137931034483,,,,,,,
DSC_0383.jpg,5568.0,3712.0,rectangle,sjb_rect,718.0,2154.0,2652.0,3306.0,1934.0,1152.0,0.3473419540229885,0.3103448275862069,0.3026221264367816,0.7354525862068966,,,,,,,
DSC_0383.jpg,5568.0,3712.0,point,angle_30,,,,,,,,,,,0.430316091954023,2396.0,0.5474137931034483,2032.0,,,
DSC_0383.jpg,5568.0,3712.0,point,angle_30,,,,,,,,,,,0.13757183908045978,766.0,0.6002155172413793,2228.0,,,
DSC_0383.jpg,5568.0,3712.0,point,angle_60,,,,,,,,,,,0.6095545977011494,3394.0,0.05172413793103448,192.0,,,
DSC_0383.jpg,5568.0,3712.0,point,angle_60,,,,,,,,,,,0.46875,2610.0,0.8793103448275862,3264.0,,,
DSC_0383.jpg,5568.0,3712.0,point,angle_90,,,,,,,,,,,0.41846264367816094,2330.0,0.057112068965517244,212.0,,,
DSC_0383.jpg,5568.0,3712.0,point,angle_90,,,,,,,,,,,0.4665948275862069,2598.0,0.5905172413793104,2192.0,,,
IMG_20230417_173210.jpg,3648.0,2736.0,rectangle,sjb_rect,132.0,829.0,2209.0,1818.0,2077.0,989.0,0.5693530701754386,0.3614766081871345,0.3208607456140351,0.48373538011695905,,,,,,,
IMG_20230417_173210.jpg,3648.0,2736.0,rectangle,sjb_rect,2368.0,429.0,3524.0,2273.0,1156.0,1844.0,0.3168859649122807,0.6739766081871345,0.8075657894736842,0.49378654970760233,,,,,,,
IMG_20230417_173210.jpg,3648.0,2736.0,point,angle_30,,,,,,,,,,,0.04194078947368421,153.0,0.31505847953216376,862.0,,,
IMG_20230417_173210.jpg,3648.0,2736.0,point,angle_30,,,,,,,,,,,0.6554276315789473,2391.0,0.16447368421052633,450.0,,,
IMG_20230417_173210.jpg,3648.0,2736.0,point,angle_60,,,,,,,,,,,0.6014254385964912,2194.0,0.32785087719298245,897.0,,,
IMG_20230417_173210.jpg,3648.0,2736.0,point,angle_60,,,,,,,,,,,0.9594298245614035,3500.0,0.810672514619883,2218.0,,,
IMG_20230417_173210.jpg,3648.0,2736.0,point,angle_90,,,,,,,,,,,0.4564144736842105,1665.0,0.6567982456140351,1797.0,,,
IMG_20230417_173210.jpg,3648.0,2736.0,point,angle_90,,,,,,,,,,,0.6658442982456141,2429.0,0.8157894736842105,2232.0,,,
IMG_20230417_173210.jpg,3648.0,2736.0,polygon,sjb_poly,,,,,,,,,,,,,,,957783.0,3.0,"[[135, 862], [2203, 897], [1665, 1812]]"
IMG_20230417_173210.jpg,3648.0,2736.0,polygon,sjb_poly,,,,,,,,,,,,,,,987034.0,3.0,"[[2391, 438], [2424, 2238], [3518, 2232]]"
MVIMG_20230331_082339.jpg,3000.0,4000.0,rectangle,sjb_rect,254.0,1223.0,2232.0,3558.0,1978.0,2335.0,0.6593333333333333,0.58375,0.41433333333333333,0.597625,,,,,,,
MVIMG_20230331_082339.jpg,3000.0,4000.0,point,angle_30,,,,,,,,,,,0.728,2184.0,0.87825,3513.0,,,
MVIMG_20230331_082339.jpg,3000.0,4000.0,point,angle_60,,,,,,,,,,,0.10333333333333333,310.0,0.45,1800.0,,,
MVIMG_20230331_082339.jpg,3000.0,4000.0,point,angle_90,,,,,,,,,,,0.44533333333333336,1336.0,0.31725,1269.0,,,
IMG_20230417_172440.jpg,3648.0,2736.0,rectangle,sjb_rect,259.0,170.0,1421.0,2438.0,1162.0,2268.0,0.31853070175438597,0.8289473684210527,0.23026315789473684,0.4766081871345029,,,,,,,
IMG_20230417_172440.jpg,3648.0,2736.0,rectangle,sjb_rect,1476.0,379.0,3435.0,2088.0,1959.0,1709.0,0.5370065789473685,0.6246345029239766,0.673108552631579,0.4508406432748538,,,,,,,
IMG_20230417_172440.jpg,3648.0,2736.0,point,angle_30,,,,,,,,,,,0.38377192982456143,1400.0,0.06871345029239766,188.0,,,
IMG_20230417_172440.jpg,3648.0,2736.0,point,angle_30,,,,,,,,,,,0.41118421052631576,1500.0,0.14948830409356725,409.0,,,
IMG_20230417_172440.jpg,3648.0,2736.0,point,angle_60,,,,,,,,,,,0.3305921052631579,1206.0,0.8804824561403509,2409.0,,,
IMG_20230417_172440.jpg,3648.0,2736.0,point,angle_60,,,,,,,,,,,0.9353070175438597,3412.0,0.5493421052631579,1503.0,,,
IMG_20230417_172440.jpg,3648.0,2736.0,point,angle_90,,,,,,,,,,,0.07730263157894737,282.0,0.6513157894736842,1782.0,,,
IMG_20230417_172440.jpg,3648.0,2736.0,point,angle_90,,,,,,,,,,,0.6773574561403509,2471.0,0.7558479532163743,2068.0,,,
IMG_20230417_173251.jpg,3648.0,2736.0,rectangle,sjb_rect,238.0,1109.0,2229.0,2012.0,1991.0,903.0,0.5457785087719298,0.3300438596491228,0.33813048245614036,0.5703581871345029,,,,,,,
IMG_20230417_173251.jpg,3648.0,2736.0,rectangle,sjb_rect,2379.0,344.0,3324.0,2203.0,945.0,1859.0,0.2590460526315789,0.6794590643274854,0.7816611842105263,0.4654605263157895,,,,,,,
IMG_20230417_173251.jpg,3648.0,2736.0,point,angle_30,,,,,,,,,,,0.0693530701754386,253.0,0.4137426900584795,1132.0,,,
IMG_20230417_173251.jpg,3648.0,2736.0,point,angle_30,,,,,,,,,,,0.90625,3306.0,0.133406432748538,365.0,,,
IMG_20230417_173251.jpg,3648.0,2736.0,point,angle_60,,,,,,,,,,,0.6080043859649122,2218.0,0.4236111111111111,1159.0,,,
IMG_20230417_173251.jpg,3648.0,2736.0,point,angle_60,,,,,,,,,,,0.8884320175438597,3241.0,0.7953216374269005,2176.0,,,
IMG_20230417_173251.jpg,3648.0,2736.0,point,angle_90,,,,,,,,,,,0.4731359649122807,1726.0,0.7288011695906432,1994.0,,,
IMG_20230417_173251.jpg,3648.0,2736.0,point,angle_90,,,,,,,,,,,0.6595394736842105,2406.0,0.5654239766081871,1547.0,,,
DSC_0395.jpg,5568.0,3712.0,rectangle,sjb_rect,634.0,190.0,2774.0,1518.0,2140.0,1328.0,0.3843390804597701,0.3577586206896552,0.30603448275862066,0.23006465517241378,,,,,,,
DSC_0395.jpg,5568.0,3712.0,rectangle,sjb_rect,2960.0,2218.0,5178.0,3550.0,2218.0,1332.0,0.3983477011494253,0.3588362068965517,0.7307830459770115,0.7769396551724138,,,,,,,
DSC_0395.jpg,5568.0,3712.0,point,angle_30,,,,,,,,,,,0.49030172413793105,2730.0,0.39655172413793105,1472.0,,,
DSC_0395.jpg,5568.0,3712.0,point,angle_30,,,,,,,,,,,0.5420258620689655,3018.0,0.9418103448275862,3496.0,,,
DSC_0395.jpg,5568.0,3712.0,point,angle_60,,,,,,,,,,,0.13541666666666666,754.0,0.0625,232.0,,,
DSC_0395.jpg,5568.0,3712.0,point,angle_60,,,,,,,,,,,0.9105603448275862,5070.0,0.6088362068965517,2260.0,,,
DSC_0395.jpg,5568.0,3712.0,point,angle_90,,,,,,,,,,,0.12104885057471264,674.0,0.3760775862068966,1396.0,,,
DSC_0395.jpg,5568.0,3712.0,point,angle_90,,,,,,,,,,,0.9220545977011494,5134.0,0.9418103448275862,3496.0,,,
DSC_0301.jpg,3712.0,5568.0,rectangle,sjb_rect,444.0,766.0,2691.0,5184.0,2247.0,4418.0,0.6053340517241379,0.7934626436781609,0.4222790948275862,0.5343031609195402,,,,,,,
DSC_0301.jpg,3712.0,5568.0,point,angle_30,,,,,,,,,,,0.5261314655172413,1953.0,0.9098419540229885,5066.0,,,
DSC_0301.jpg,3712.0,5568.0,point,angle_60,,,,,,,,,,,0.7098599137931034,2635.0,0.1470905172413793,819.0,,,
DSC_0301.jpg,3712.0,5568.0,point,angle_90,,,,,,,,,,,0.13308189655172414,494.0,0.2875359195402299,1601.0,,,
DSC_0356.jpg,5568.0,3712.0,rectangle,sjb_rect,858.0,400.0,2488.0,3314.0,1630.0,2914.0,0.2927442528735632,0.7850215517241379,0.3004669540229885,0.5002693965517241,,,,,,,
DSC_0356.jpg,5568.0,3712.0,rectangle,sjb_rect,3194.0,208.0,4708.0,3126.0,1514.0,2918.0,0.2719109195402299,0.7860991379310345,0.7095905172413793,0.44908405172413796,,,,,,,
DSC_0356.jpg,5568.0,3712.0,point,angle_30,,,,,,,,,,,0.34087643678160917,1898.0,0.11745689655172414,436.0,,,
DSC_0356.jpg,5568.0,3712.0,point,angle_30,,,,,,,,,,,0.7007902298850575,3902.0,0.06573275862068965,244.0,,,
DSC_0356.jpg,5568.0,3712.0,point,angle_60,,,,,,,,,,,0.1619971264367816,902.0,0.8825431034482759,3276.0,,,
DSC_0356.jpg,5568.0,3712.0,point,angle_60,,,,,,,,,,,0.5808189655172413,3234.0,0.8189655172413793,3040.0,,,
DSC_0356.jpg,5568.0,3712.0,point,angle_90,,,,,,,,,,,0.44073275862068967,2454.0,0.7941810344827587,2948.0,,,
DSC_0356.jpg,5568.0,3712.0,point,angle_90,,,,,,,,,,,0.8394396551724138,4674.0,0.7079741379310345,2628.0,,,
MVIMG_20230331_080943.jpg,4000.0,3000.0,rectangle,sjb_rect,820.0,867.0,2669.0,2464.0,1849.0,1597.0,0.46225,0.5323333333333333,0.436125,0.5551666666666667,,,,,,,
MVIMG_20230331_080943.jpg,4000.0,3000.0,point,angle_30,,,,,,,,,,,0.65925,2637.0,0.304,912.0,,,
MVIMG_20230331_080943.jpg,4000.0,3000.0,point,angle_60,,,,,,,,,,,0.26875,1075.0,0.8063333333333333,2419.0,,,
MVIMG_20230331_080943.jpg,4000.0,3000.0,point,angle_90,,,,,,,,,,,0.2125,850.0,0.4266666666666667,1280.0,,,
